,residue,split,target
38941,4ue4.A.92,train,['0006617']
38942,4ue4.A.93,train,['0006617']
38943,4ue4.A.94,train,['0006617']
38944,4ue4.A.95,train,['0006617']
38945,4ue4.A.96,train,['0006617']
38946,4ue4.A.97,train,['0006617']
38947,4ue4.A.98,train,['0006617']
38948,4ue4.A.100,train,['0006617']
38949,4ue4.A.101,train,['0006617']
38950,4ue4.A.102,train,['0006617']
38951,4ue4.A.103,train,['0006617']
38952,4ue4.A.104,train,['0006617']
38953,4ue4.A.105,train,['0006617']
38954,4ue4.A.106,train,['0006617']
38955,4ue4.A.107,train,['0006617']
38956,4ue4.A.108,train,['0006617']
38957,4ue4.A.109,train,['0006617']
38958,4ue4.A.110,train,['0006617']
38959,4ue4.A.111,train,['0006617']
38960,4ue4.A.112,train,['0006617']
38961,4ue4.A.113,train,['0006617']
38962,4ue4.A.114,train,['0006617']
38963,4ue4.A.115,train,['0006617']
38964,4ue4.A.116,train,['0006617']
38965,4ue4.A.117,train,['0006617']
38966,4ue4.A.118,train,['0006617']
38967,4ue4.A.119,train,['0006617']
38968,4ue4.A.120,train,['0006617']
38969,4ue4.A.121,train,['0006617']
38970,4ue4.A.122,train,['0006617']
38971,4ue4.A.123,train,['0006617']
38972,4ue4.A.124,train,['0006617']
38973,4ue4.A.125,train,['0006617']
38974,4ue4.A.126,train,['0006617']
38975,4ue4.A.127,train,['0006617']
38976,4ue4.A.128,train,['0006617']
38977,4ue4.A.129,train,['0006617']
38978,4ue4.A.130,train,['0006617']
38979,4ue4.A.131,train,['0006617']
38980,4ue4.A.132,train,['0006617']
38981,4ue4.A.133,train,['0006617']
38982,4ue4.A.134,train,['0006617']
38983,4ue4.A.135,train,['0006617']
38984,4ue4.A.136,train,['0006617']
38985,4ue4.A.137,train,['0006617']
38986,4ue4.A.138,train,['0006617']
38987,4ue4.A.139,train,['0006617']
38988,4ue4.A.140,train,['0006617']
38989,4ue4.A.141,train,['0006617']
38990,4ue4.A.142,train,['0006617']
38991,4ue4.A.143,train,['0006617']
38992,4ue4.A.144,train,['0006617']
38993,4ue4.A.145,train,['0006617']
38994,4ue4.A.146,train,['0006617']
38995,4ue4.A.147,train,['0006617']
38996,4ue4.A.148,train,['0006617']
38997,4ue4.A.149,train,['0006617']
38998,4ue4.A.150,train,['0006617']
38999,4ue4.A.151,train,['0006617']
39000,4ue4.A.152,train,['0006617']
39001,4ue4.A.153,train,['0006617']
39002,4ue4.A.154,train,['0006617']
39003,4ue4.A.155,train,['0006617']
39004,4ue4.A.156,train,['0006617']
39005,4ue4.A.157,train,['0006617']
39006,4ue4.A.158,train,['0006617']
39007,4ue4.A.159,train,['0006617']
39008,4ue4.A.160,train,['0006617']
39009,4ue4.A.161,train,['0006617']
39010,4ue4.A.162,train,['0006617']
39011,4ue4.A.163,train,['0006617']
39012,4ue4.A.164,train,['0006617']
39013,4ue4.A.165,train,['0006617']
39014,4ue4.A.166,train,['0006617']
39015,4ue4.A.167,train,['0006617']
39016,4ue4.A.168,train,['0006617']
39017,4ue4.A.169,train,['0006617']
39018,4ue4.A.170,train,['0006617']
39019,4ue4.A.171,train,['0006617']
39020,4ue4.A.172,train,['0006617']
39021,4ue4.A.173,train,['0006617']
39022,4ue4.A.174,train,['0006617']
39023,4ue4.A.175,train,['0006617']
39024,4ue4.A.176,train,['0006617']
39025,4ue4.A.177,train,['0006617']
39026,4ue4.A.178,train,['0006617']
39027,4ue4.A.179,train,['0006617']
39028,4ue4.A.180,train,['0006617']
39029,4ue4.A.181,train,['0006617']
39030,4ue4.A.182,train,['0006617']
39031,4ue4.A.183,train,['0006617']
39032,4ue4.A.184,train,['0006617']
39033,4ue4.A.185,train,['0006617']
39034,4ue4.A.186,train,['0006617']
39035,4ue4.A.187,train,['0006617']
39036,4ue4.A.188,train,['0006617']
39037,4ue4.A.189,train,['0006617']
39038,4ue4.A.190,train,['0006617']
39039,4ue4.A.191,train,['0006617']
39040,4ue4.A.192,train,['0006617']
39041,4ue4.A.193,train,['0006617']
39042,4ue4.A.194,train,['0006617']
39043,4ue4.A.195,train,['0006617']
39044,4ue4.A.196,train,['0006617']
39045,4ue4.A.197,train,['0006617']
39046,4ue4.A.198,train,['0006617']
39047,4ue4.A.199,train,['0006617']
39048,4ue4.A.200,train,['0006617']
39049,4ue4.A.201,train,['0006617']
39050,4ue4.A.202,train,['0006617']
39051,4ue4.A.203,train,['0006617']
39052,4ue4.A.204,train,['0006617']
39053,4ue4.A.205,train,['0006617']
39054,4ue4.A.206,train,['0006617']
39055,4ue4.A.207,train,['0006617']
39056,4ue4.A.208,train,['0006617']
39057,4ue4.A.209,train,['0006617']
39058,4ue4.A.210,train,['0006617']
39059,4ue4.A.211,train,['0006617']
39060,4ue4.A.212,train,['0006617']
39061,4ue4.A.213,train,['0006617']
39062,4ue4.A.214,train,['0006617']
39063,4ue4.A.215,train,['0006617']
39064,4ue4.A.216,train,['0006617']
39065,4ue4.A.217,train,['0006617']
39066,4ue4.A.218,train,['0006617']
39067,4ue4.A.219,train,['0006617']
39068,4ue4.A.220,train,['0006617']
39069,4ue4.A.221,train,['0006617']
39070,4ue4.A.222,train,['0006617']
39071,4ue4.A.223,train,['0006617']
39072,4ue4.A.224,train,['0006617']
39073,4ue4.A.225,train,['0006617']
39074,4ue4.A.226,train,['0006617']
39075,4ue4.A.227,train,['0006617']
39076,4ue4.A.228,train,['0006617']
39077,4ue4.A.229,train,['0006617']
39078,4ue4.A.230,train,['0006617']
39079,4ue4.A.231,train,['0006617']
39080,4ue4.A.232,train,['0006617']
39081,4ue4.A.233,train,['0006617']
39082,4ue4.A.234,train,['0006617']
39083,4ue4.A.235,train,['0006617']
39084,4ue4.A.236,train,['0006617']
39085,4ue4.A.237,train,['0006617']
39086,4ue4.A.238,train,['0006617']
39087,4ue4.A.239,train,['0006617']
39088,4ue4.A.240,train,['0006617']
39089,4ue4.A.241,train,['0006617']
39090,4ue4.A.242,train,['0006617']
39091,4ue4.A.243,train,['0006617']
39092,4ue4.A.244,train,['0006617']
39093,4ue4.A.245,train,['0006617']
39094,4ue4.A.246,train,['0006617']
39095,4ue4.A.247,train,['0006617']
39096,4ue4.A.248,train,['0006617']
39097,4ue4.A.249,train,['0006617']
39098,4ue4.A.250,train,['0006617']
39099,4ue4.A.251,train,['0006617']
39100,4ue4.A.252,train,['0006617']
39101,4ue4.A.253,train,['0006617']
39102,4ue4.A.254,train,['0006617']
39103,4ue4.A.255,train,['0006617']
39104,4ue4.A.256,train,['0006617']
39105,4ue4.A.257,train,['0006617']
39106,4ue4.A.258,train,['0006617']
39107,4ue4.A.259,train,['0006617']
39108,4ue4.A.260,train,['0006617']
39109,4ue4.A.261,train,['0006617']
39110,4ue4.A.262,train,['0006617']
39111,4ue4.A.263,train,['0006617']
39112,4ue4.A.264,train,['0006617']
39113,4ue4.A.265,train,['0006617']
39114,4ue4.A.266,train,['0006617']
39115,4ue4.A.267,train,['0006617']
39116,4ue4.A.268,train,['0006617']
39117,4ue4.A.269,train,['0006617']
39118,3ndb.M.124,train,['0006617']
39119,3ndb.M.123,train,['0006617']
39120,3ndb.M.125,train,['0006617']
39121,3ndb.M.126,train,['0006617']
39122,3ndb.M.127,train,['0006617']
39123,3ndb.M.128,train,['0006617']
39124,3ndb.M.129,train,['0006617']
39125,3ndb.M.130,train,['0006617']
39126,3ndb.M.131,train,['0006617']
39127,3ndb.M.132,train,['0006617']
39128,3ndb.M.133,train,['0006617']
39129,3ndb.M.134,train,['0006617']
39130,3ndb.M.135,train,['0006617']
39131,3ndb.M.136,train,['0006617']
39132,3ndb.M.137,train,['0006617']
39133,3ndb.M.138,train,['0006617']
39134,3ndb.M.139,train,['0006617']
39135,3ndb.M.140,train,['0006617']
39136,3ndb.M.141,train,['0006617']
39137,3ndb.M.142,train,['0006617']
39138,3ndb.M.143,train,['0006617']
39139,3ndb.M.144,train,['0006617']
39140,3ndb.M.145,train,['0006617']
39141,3ndb.M.146,train,['0006617']
39142,3ndb.M.147,train,['0006617']
39143,3ndb.M.148,train,['0006617']
39144,3ndb.M.149,train,['0006617']
39145,3ndb.M.150,train,['0006617']
39146,3ndb.M.151,train,['0006617']
39147,3ndb.M.152,train,['0006617']
39148,3ndb.M.153,train,['0006617']
39149,3ndb.M.154,train,['0006617']
39150,3ndb.M.155,train,['0006617']
39151,3ndb.M.156,train,['0006617']
39152,3ndb.M.157,train,['0006617']
39153,3ndb.M.158,train,['0006617']
39154,3ndb.M.159,train,['0006617']
39155,3ndb.M.160,train,['0006617']
39156,3ndb.M.161,train,['0006617']
39157,3ndb.M.162,train,['0006617']
39158,3ndb.M.163,train,['0006617']
39159,3ndb.M.164,train,['0006617']
39160,3ndb.M.165,train,['0006617']
39161,3ndb.M.166,train,['0006617']
39162,3ndb.M.167,train,['0006617']
39163,3ndb.M.168,train,['0006617']
39164,3ndb.M.169,train,['0006617']
39165,3ndb.M.170,train,['0006617']
39166,3ndb.M.171,train,['0006617']
39167,3ndb.M.172,train,['0006617']
39168,3ndb.M.173,train,['0006617']
39169,3ndb.M.174,train,['0006617']
39170,3ndb.M.175,train,['0006617']
39171,3ndb.M.176,train,['0006617']
39172,3ndb.M.177,train,['0006617']
39173,3ndb.M.178,train,['0006617']
39174,3ndb.M.179,train,['0006617']
39175,3ndb.M.180,train,['0006617']
39176,3ndb.M.181,train,['0006617']
39177,3ndb.M.182,train,['0006617']
39178,3ndb.M.183,train,['0006617']
39179,3ndb.M.184,train,['0006617']
39180,3ndb.M.185,train,['0006617']
39181,3ndb.M.186,train,['0006617']
39182,3ndb.M.187,train,['0006617']
39183,3ndb.M.188,train,['0006617']
39184,3ndb.M.189,train,['0006617']
39185,3ndb.M.190,train,['0006617']
39186,3ndb.M.191,train,['0006617']
39187,3ndb.M.192,train,['0006617']
39188,3ndb.M.193,train,['0006617']
39189,3ndb.M.194,train,['0006617']
39190,3ndb.M.195,train,['0006617']
39191,3ndb.M.196,train,['0006617']
39192,3ndb.M.197,train,['0006617']
39193,3ndb.M.198,train,['0006617']
39194,3ndb.M.199,train,['0006617']
39195,3ndb.M.200,train,['0006617']
39196,3ndb.M.201,train,['0006617']
39197,3ndb.M.202,train,['0006617']
39198,3ndb.M.203,train,['0006617']
39199,3ndb.M.204,train,['0006617']
39200,3ndb.M.205,train,['0006617']
39201,3ndb.M.206,train,['0006617']
39202,3ndb.M.207,train,['0006617']
39203,3ndb.M.208,train,['0006617']
39204,3ndb.M.209,train,['0006617']
39205,3ndb.M.210,train,['0006617']
39206,3ndb.M.211,train,['0006617']
39207,3ndb.M.212,train,['0006617']
39208,3ndb.M.213,train,['0006617']
39209,3ndb.M.214,train,['0006617']
39210,3ndb.M.215,train,['0006617']
39211,3ndb.M.216,train,['0006617']
39212,3ndb.M.217,train,['0006617']
39213,3ndb.M.218,train,['0006617']
39214,3ndb.M.219,train,['0006617']
39215,3ndb.M.220,train,['0006617']
39216,3ndb.M.221,train,['0006617']
39217,3ndb.M.222,train,['0006617']
39218,3ndb.M.223,train,['0006617']
39219,3ndb.M.224,train,['0006617']
39220,3ndb.M.225,train,['0006617']
39221,3ndb.M.226,train,['0006617']
39222,3ndb.M.227,train,['0006617']
39223,3ndb.M.228,train,['0006617']
39224,3ndb.M.229,train,['0006617']
39225,3ndb.M.230,train,['0006617']
39226,3ndb.M.231,train,['0006617']
39227,3ndb.M.232,train,['0006617']
39228,3ndb.M.233,train,['0006617']
39229,3ndb.M.234,train,['0006617']
39230,3ndb.M.235,train,['0006617']
39231,3ndb.M.236,train,['0006617']
39232,3ndb.M.237,train,['0006617']
39233,3ndb.M.238,train,['0006617']
39234,3ndb.M.239,train,['0006617']
39235,3ndb.M.240,train,['0006617']
39236,3ndb.M.241,train,['0006617']
39237,3ndb.M.242,train,['0006617']
39238,3ndb.M.243,train,['0006617']
39239,3ndb.M.244,train,['0006617']
39240,3ndb.M.245,train,['0006617']
39241,3ndb.M.246,train,['0006617']
39242,3ndb.M.247,train,['0006617']
39243,3ndb.M.248,train,['0006617']
39244,3ndb.M.249,train,['0006617']
39245,3ndb.M.250,train,['0006617']
39246,3ndb.M.251,train,['0006617']
39247,3ndb.M.252,train,['0006617']
39248,3ndb.M.253,train,['0006617']
39249,3ndb.M.254,train,['0006617']
39250,3ndb.M.255,train,['0006617']
39251,3ndb.M.256,train,['0006617']
39252,3ndb.M.257,train,['0006617']
39253,3ndb.M.258,train,['0006617']
39254,4ds6.A.379,train,['0000373']
39255,4ds6.A.38,train,['0000373']
39256,4ds6.A.356,train,['0000373']
39257,4ds6.A.387,train,['0000373']
39258,4ds6.A.385,train,['0000373']
39259,4ds6.A.333,train,['0000373']
39260,4ds6.A.336,train,['0000373']
39261,4ds6.A.359,train,['0000373']
39262,4ds6.A.339,train,['0000373']
39263,4ds6.A.340,train,['0000373']
39264,4ds6.A.376,train,['0000373']
39265,4ds6.A.368,train,['0000373']
39266,4ds6.A.37,train,['0000373']
39267,4ds6.A.358,train,['0000373']
39268,4ds6.A.382,train,['0000373']
39269,4ds6.A.343,train,['0000373']
39270,4ds6.A.331,train,['0000373']
39271,4ds6.A.377,train,['0000373']
39272,4ds6.A.341,train,['0000373']
39273,4ds6.A.365,train,['0000373']
39274,4ds6.A.355,train,['0000373']
39275,4ds6.A.371,train,['0000373']
39276,4ds6.A.33,train,['0000373']
39277,4ds6.A.378,train,['0000373']
39278,4ds6.A.357,train,['0000373']
39279,4ds6.A.338,train,['0000373']
39280,4ds6.A.383,train,['0000373']
39281,4ds6.A.344,train,['0000373']
39282,4ds6.A.352,train,['0000373']
39283,4ds6.A.354,train,['0000373']
39284,4ds6.A.380,train,['0000373']
39285,4ds6.A.329,train,['0000373']
39286,4ds6.A.345,train,['0000373']
39287,4ds6.A.384,train,['0000373']
39288,4ds6.A.369,train,['0000373']
39289,4ds6.A.360,train,['0000373']
39290,4ds6.A.34,train,['0000373']
39291,4ds6.A.39,train,['0000373']
39292,4ds6.A.363,train,['0000373']
39293,4ds6.A.348,train,['0000373']
39294,4ds6.A.351,train,['0000373']
39295,4ds6.A.346,train,['0000373']
39296,4ds6.A.4,train,['0000373']
39297,4ds6.A.41,train,['0000373']
39298,4ds6.A.330,train,['0000373']
39299,4ds6.A.332,train,['0000373']
39300,4ds6.A.347,train,['0000373']
39301,4ds6.A.366,train,['0000373']
39302,4ds6.A.381,train,['0000373']
39303,4ds6.A.386,train,['0000373']
39304,4ds6.A.353,train,['0000373']
39305,4ds6.A.36,train,['0000373']
39306,4ds6.A.367,train,['0000373']
39307,4ds6.A.372,train,['0000373']
39308,4ds6.A.388,train,['0000373']
39309,4ds6.A.334,train,['0000373']
39310,4ds6.A.335,train,['0000373']
39311,4ds6.A.350,train,['0000373']
39312,4ds6.A.364,train,['0000373']
39313,4ds6.A.337,train,['0000373']
39314,4ds6.A.35,train,['0000373']
39315,4ds6.A.361,train,['0000373']
39316,4ds6.A.40,train,['0000373']
39317,4ds6.A.349,train,['0000373']
39318,4ds6.A.373,train,['0000373']
39319,4ds6.A.342,train,['0000373']
39320,4ds6.A.362,train,['0000373']
39321,4ds6.A.374,train,['0000373']
39322,4ds6.A.370,train,['0000373']
39323,4ds6.A.375,train,['0000373']
39324,4ds6.A.292,test,['0000373']
39325,4ds6.A.202,test,['0000373']
39326,4ds6.A.212,test,['0000373']
39327,4ds6.A.327,test,['0000373']
39328,4ds6.A.189,test,['0000373']
39329,4ds6.A.220,test,['0000373']
39330,4ds6.A.227,test,['0000373']
39331,4ds6.A.303,test,['0000373']
39332,4ds6.A.24,test,['0000373']
39333,4ds6.A.195,test,['0000373']
39334,4ds6.A.248,test,['0000373']
39335,4ds6.A.294,test,['0000373']
39336,4ds6.A.276,test,['0000373']
39337,4ds6.A.328,test,['0000373']
39338,4ds6.A.231,test,['0000373']
39339,4ds6.A.180,test,['0000373']
39340,4ds6.A.323,test,['0000373']
39341,4ds6.A.311,test,['0000373']
39342,4ds6.A.250,test,['0000373']
39343,4ds6.A.322,test,['0000373']
39344,4ds6.A.300,test,['0000373']
39345,4ds6.A.237,test,['0000373']
39346,4ds6.A.277,test,['0000373']
39347,4ds6.A.286,test,['0000373']
39348,4ds6.A.287,test,['0000373']
39349,4ds6.A.26,test,['0000373']
39350,4ds6.A.319,test,['0000373']
39351,4ds6.A.218,test,['0000373']
39352,4ds6.A.18,test,['0000373']
39353,4ds6.A.274,test,['0000373']
39354,4ds6.A.31,test,['0000373']
39355,4ds6.A.299,test,['0000373']
39356,4ds6.A.204,test,['0000373']
39357,4ds6.A.188,test,['0000373']
39358,4ds6.A.190,test,['0000373']
39359,4ds6.A.230,test,['0000373']
39360,4ds6.A.296,test,['0000373']
39361,4ds6.A.314,test,['0000373']
39362,4ds6.A.28,test,['0000373']
39363,4ds6.A.279,test,['0000373']
39364,4ds6.A.282,test,['0000373']
39365,4ds6.A.288,test,['0000373']
39366,4ds6.A.214,test,['0000373']
39367,4ds6.A.209,test,['0000373']
39368,4ds6.A.30,test,['0000373']
39369,4ds6.A.215,test,['0000373']
39370,4ds6.A.217,test,['0000373']
39371,4ds6.A.221,test,['0000373']
39372,4ds6.A.224,test,['0000373']
39373,4ds6.A.232,test,['0000373']
39374,4ds6.A.233,test,['0000373']
39375,4ds6.A.29,test,['0000373']
39376,4ds6.A.193,test,['0000373']
39377,4ds6.A.312,test,['0000373']
39378,4ds6.A.179,test,['0000373']
39379,4ds6.A.21,test,['0000373']
39380,4ds6.A.33,test,['0000373']
39381,4ds6.A.219,test,['0000373']
39382,4ds6.A.261,test,['0000373']
39383,4ds6.A.325,test,['0000373']
39384,4ds6.A.310,test,['0000373']
39385,4ds6.A.329,test,['0000373']
39386,4ds6.A.199,test,['0000373']
39387,4ds6.A.280,test,['0000373']
39388,4ds6.A.186,test,['0000373']
39389,4ds6.A.23,test,['0000373']
39390,4ds6.A.187,test,['0000373']
39391,4ds6.A.238,test,['0000373']
39392,4ds6.A.283,test,['0000373']
39393,4ds6.A.256,test,['0000373']
39394,4ds6.A.289,test,['0000373']
39395,4ds6.A.27,test,['0000373']
39396,4ds6.A.201,test,['0000373']
39397,4ds6.A.226,test,['0000373']
39398,4ds6.A.320,test,['0000373']
39399,4ds6.A.270,test,['0000373']
39400,4ds6.A.176,test,['0000373']
39401,4ds6.A.177,test,['0000373']
39402,4ds6.A.182,test,['0000373']
39403,4ds6.A.20,test,['0000373']
39404,4ds6.A.19,test,['0000373']
39405,4ds6.A.197,test,['0000373']
39406,4ds6.A.268,test,['0000373']
39407,4ds6.A.257,test,['0000373']
39408,4ds6.A.200,test,['0000373']
39409,4ds6.A.234,test,['0000373']
39410,4ds6.A.184,test,['0000373']
39411,4ds6.A.183,test,['0000373']
39412,4ds6.A.304,test,['0000373']
39413,4ds6.A.241,test,['0000373']
39414,4ds6.A.297,test,['0000373']
39415,4ds6.A.239,test,['0000373']
39416,4ds6.A.258,test,['0000373']
39417,4ds6.A.278,test,['0000373']
39418,4ds6.A.205,test,['0000373']
39419,4ds6.A.266,test,['0000373']
39420,4ds6.A.285,test,['0000373']
39421,4ds6.A.272,test,['0000373']
39422,4ds6.A.281,test,['0000373']
39423,4ds6.A.275,test,['0000373']
39424,4ds6.A.207,test,['0000373']
39425,4ds6.A.309,test,['0000373']
39426,4ds6.A.225,test,['0000373']
39427,4ds6.A.203,test,['0000373']
39428,4ds6.A.229,test,['0000373']
39429,4ds6.A.3,test,['0000373']
39430,4ds6.A.208,test,['0000373']
39431,4ds6.A.198,test,['0000373']
39432,4ds6.A.196,test,['0000373']
39433,4ds6.A.307,test,['0000373']
39434,4ds6.A.194,test,['0000373']
39435,4ds6.A.298,test,['0000373']
39436,4ds6.A.235,test,['0000373']
39437,4ds6.A.330,test,['0000373']
39438,4ds6.A.240,test,['0000373']
39439,4ds6.A.264,test,['0000373']
39440,4ds6.A.321,test,['0000373']
39441,4ds6.A.213,test,['0000373']
39442,4ds6.A.245,test,['0000373']
39443,4ds6.A.242,test,['0000373']
39444,4ds6.A.206,test,['0000373']
39445,4ds6.A.260,test,['0000373']
39446,4ds6.A.254,test,['0000373']
39447,4ds6.A.210,test,['0000373']
39448,4ds6.A.191,test,['0000373']
39449,4ds6.A.243,test,['0000373']
39450,4ds6.A.308,test,['0000373']
39451,4ds6.A.305,test,['0000373']
39452,4ds6.A.32,test,['0000373']
39453,4ds6.A.324,test,['0000373']
39454,4ds6.A.25,test,['0000373']
39455,4ds6.A.315,test,['0000373']
39456,4ds6.A.246,test,['0000373']
39457,4ds6.A.223,test,['0000373']
39458,4ds6.A.263,test,['0000373']
39459,4ds6.A.302,test,['0000373']
39460,4ds6.A.273,test,['0000373']
39461,4ds6.A.326,test,['0000373']
39462,4ds6.A.259,test,['0000373']
39463,4ds6.A.265,test,['0000373']
39464,4ds6.A.271,test,['0000373']
39465,4ds6.A.244,test,['0000373']
39466,4ds6.A.228,test,['0000373']
39467,4ds6.A.253,test,['0000373']
39468,4ds6.A.255,test,['0000373']
39469,4ds6.A.236,test,['0000373']
39470,4ds6.A.262,test,['0000373']
39471,4ds6.A.290,test,['0000373']
39472,4ds6.A.301,test,['0000373']
39473,4ds6.A.317,test,['0000373']
39474,4ds6.A.267,test,['0000373']
39475,4ds6.A.247,test,['0000373']
39476,4ds6.A.2,test,['0000373']
39477,4ds6.A.222,test,['0000373']
39478,4ds6.A.269,test,['0000373']
39479,4ds6.A.192,test,['0000373']
39480,4ds6.A.185,test,['0000373']
39481,4ds6.A.249,test,['0000373']
39482,4ds6.A.216,test,['0000373']
39483,4ds6.A.284,test,['0000373']
39484,4ds6.A.318,test,['0000373']
39485,4ds6.A.211,test,['0000373']
39486,4ds6.A.178,test,['0000373']
39487,4ds6.A.313,test,['0000373']
39488,4ds6.A.181,test,['0000373']
39489,4ds6.A.316,test,['0000373']
39490,4ds6.A.293,test,['0000373']
39491,4ds6.A.251,test,['0000373']
39492,4ds6.A.252,test,['0000373']
39493,4ds6.A.22,test,['0000373']
39494,4ds6.A.295,test,['0000373']
39495,4ds6.A.306,test,['0000373']
39496,4ds6.A.291,test,['0000373']
39497,6t3n.A.367,train,['0000373']
39498,6t3n.A.343,train,['0000373']
39499,6t3n.A.352,train,['0000373']
39500,6t3n.A.371,train,['0000373']
39501,6t3n.A.357,train,['0000373']
39502,6t3n.A.355,train,['0000373']
39503,6t3n.A.365,train,['0000373']
39504,6t3n.A.37,train,['0000373']
39505,6t3n.A.39,train,['0000373']
39506,6t3n.A.36,train,['0000373']
39507,6t3n.A.361,train,['0000373']
39508,6t3n.A.350,train,['0000373']
39509,6t3n.A.330,train,['0000373']
39510,6t3n.A.337,train,['0000373']
39511,6t3n.A.351,train,['0000373']
39512,6t3n.A.41,train,['0000373']
39513,6t3n.A.370,train,['0000373']
39514,6t3n.A.377,train,['0000373']
39515,6t3n.A.345,train,['0000373']
39516,6t3n.A.348,train,['0000373']
39517,6t3n.A.378,train,['0000373']
39518,6t3n.A.331,train,['0000373']
39519,6t3n.A.362,train,['0000373']
39520,6t3n.A.381,train,['0000373']
39521,6t3n.A.353,train,['0000373']
39522,6t3n.A.334,train,['0000373']
39523,6t3n.A.382,train,['0000373']
39524,6t3n.A.387,train,['0000373']
39525,6t3n.A.333,train,['0000373']
39526,6t3n.A.4,train,['0000373']
39527,6t3n.A.332,train,['0000373']
39528,6t3n.A.363,train,['0000373']
39529,6t3n.A.384,train,['0000373']
39530,6t3n.A.341,train,['0000373']
39531,6t3n.A.35,train,['0000373']
39532,6t3n.A.364,train,['0000373']
39533,6t3n.A.360,train,['0000373']
39534,6t3n.A.375,train,['0000373']
39535,6t3n.A.376,train,['0000373']
39536,6t3n.A.354,train,['0000373']
39537,6t3n.A.366,train,['0000373']
39538,6t3n.A.335,train,['0000373']
39539,6t3n.A.339,train,['0000373']
39540,6t3n.A.342,train,['0000373']
39541,6t3n.A.40,train,['0000373']
39542,6t3n.A.34,train,['0000373']
39543,6t3n.A.344,train,['0000373']
39544,6t3n.A.368,train,['0000373']
39545,6t3n.A.359,train,['0000373']
39546,6t3n.A.388,train,['0000373']
39547,6t3n.A.349,train,['0000373']
39548,6t3n.A.380,train,['0000373']
39549,6t3n.A.383,train,['0000373']
39550,6t3n.A.336,train,['0000373']
39551,6t3n.A.356,train,['0000373']
39552,6t3n.A.346,train,['0000373']
39553,6t3n.A.347,train,['0000373']
39554,6t3n.A.373,train,['0000373']
39555,6t3n.A.369,train,['0000373']
39556,6t3n.A.374,train,['0000373']
39557,6t3n.A.379,train,['0000373']
39558,6t3n.A.385,train,['0000373']
39559,6t3n.A.390,train,['0000373']
39560,6t3n.A.372,train,['0000373']
39561,6t3n.A.340,train,['0000373']
39562,6t3n.A.38,train,['0000373']
39563,6t3n.A.358,train,['0000373']
39564,6t3n.A.386,train,['0000373']
39565,6t3n.A.389,train,['0000373']
39566,6t3n.A.338,train,['0000373']
39567,6t3n.A.254,test,['0000373']
39568,6t3n.A.312,test,['0000373']
39569,6t3n.A.32,test,['0000373']
39570,6t3n.A.324,test,['0000373']
39571,6t3n.A.230,test,['0000373']
39572,6t3n.A.292,test,['0000373']
39573,6t3n.A.330,test,['0000373']
39574,6t3n.A.23,test,['0000373']
39575,6t3n.A.224,test,['0000373']
39576,6t3n.A.239,test,['0000373']
39577,6t3n.A.279,test,['0000373']
39578,6t3n.A.271,test,['0000373']
39579,6t3n.A.201,test,['0000373']
39580,6t3n.A.219,test,['0000373']
39581,6t3n.A.253,test,['0000373']
39582,6t3n.A.309,test,['0000373']
39583,6t3n.A.318,test,['0000373']
39584,6t3n.A.187,test,['0000373']
39585,6t3n.A.308,test,['0000373']
39586,6t3n.A.33,test,['0000373']
39587,6t3n.A.24,test,['0000373']
39588,6t3n.A.235,test,['0000373']
39589,6t3n.A.183,test,['0000373']
39590,6t3n.A.27,test,['0000373']
39591,6t3n.A.260,test,['0000373']
39592,6t3n.A.202,test,['0000373']
39593,6t3n.A.261,test,['0000373']
39594,6t3n.A.285,test,['0000373']
39595,6t3n.A.307,test,['0000373']
39596,6t3n.A.189,test,['0000373']
39597,6t3n.A.313,test,['0000373']
39598,6t3n.A.321,test,['0000373']
39599,6t3n.A.327,test,['0000373']
39600,6t3n.A.317,test,['0000373']
39601,6t3n.A.190,test,['0000373']
39602,6t3n.A.180,test,['0000373']
39603,6t3n.A.256,test,['0000373']
39604,6t3n.A.21,test,['0000373']
39605,6t3n.A.242,test,['0000373']
39606,6t3n.A.199,test,['0000373']
39607,6t3n.A.2,test,['0000373']
39608,6t3n.A.281,test,['0000373']
39609,6t3n.A.222,test,['0000373']
39610,6t3n.A.288,test,['0000373']
39611,6t3n.A.277,test,['0000373']
39612,6t3n.A.196,test,['0000373']
39613,6t3n.A.231,test,['0000373']
39614,6t3n.A.270,test,['0000373']
39615,6t3n.A.275,test,['0000373']
39616,6t3n.A.297,test,['0000373']
39617,6t3n.A.211,test,['0000373']
39618,6t3n.A.303,test,['0000373']
39619,6t3n.A.240,test,['0000373']
39620,6t3n.A.294,test,['0000373']
39621,6t3n.A.329,test,['0000373']
39622,6t3n.A.25,test,['0000373']
39623,6t3n.A.182,test,['0000373']
39624,6t3n.A.200,test,['0000373']
39625,6t3n.A.214,test,['0000373']
39626,6t3n.A.220,test,['0000373']
39627,6t3n.A.302,test,['0000373']
39628,6t3n.A.181,test,['0000373']
39629,6t3n.A.306,test,['0000373']
39630,6t3n.A.267,test,['0000373']
39631,6t3n.A.221,test,['0000373']
39632,6t3n.A.248,test,['0000373']
39633,6t3n.A.209,test,['0000373']
39634,6t3n.A.186,test,['0000373']
39635,6t3n.A.274,test,['0000373']
39636,6t3n.A.185,test,['0000373']
39637,6t3n.A.282,test,['0000373']
39638,6t3n.A.30,test,['0000373']
39639,6t3n.A.227,test,['0000373']
